pygame 2.3.0 (SDL 2.24.2, Python 3.10.10)
Hello from the pygame community. https://www.pygame.org/contribute.html
Number of generations: 23
Real time spent: 4.15018s
CPU time spent: 4.15012s
Number of fitness evaluations: 2191
Best fitness: 6.532679501993809
         2576315 function calls (2478219 primitive calls) in 8.656 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 typed_passes.py:765(__init__)
        1    0.000    0.000    0.000    0.000 firstlinefinder.py:11(FindDefFirstLine)
        1    0.000    0.000    0.000    0.000 debuginfo.py:458(NvvmDIBuilder)
        1    0.000    0.000    0.000    0.000 models.py:53(get_return_type)
        1    0.000    0.000    0.000    0.000 imputils.py:60(lower_getattr_generic)
        1    0.000    0.000    0.000    0.000 module.py:6(Module)
        1    0.000    0.000    0.000    0.000 values.py:440(Constant)
        1    0.000    0.000    0.000    0.000 _backend.py:33(_backend_from_arg)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:5695(kappa4_gen)
        1    0.000    0.000    0.000    0.000 _optimize.py:84(OptimizeResult)
        1    0.000    0.000    0.000    0.000 argparse.py:935(__call__)
        3    0.000    0.000    0.000    0.000 __init__.py:43(private_class)
        3    0.000    0.000    0.000    0.000 six.py:880(add_metaclass)
        1    0.000    0.000    0.000    0.000 _tight_bbox.py:1(<module>)
        1    0.000    0.000    0.000    0.000 npytypes.py:596(__init__)
        1    0.000    0.000    0.000    0.000 npytypes.py:602(__init__)
        1    0.000    0.000    0.000    0.000 core.py:4555(FollowedBy)
        3    0.000    0.000    0.000    0.000 Image.py:3489(register_decoder)
        1    0.000    0.000    0.000    0.000 PngImagePlugin.py:1080(__init__)
        1    0.000    0.000    0.000    0.000 lzma.py:38(LZMAFile)
        3    0.000    0.000    0.000    0.000 core.py:799(__init__)
        1    0.000    0.000    0.000    0.000 hmac.py:27(HMAC)
        1    0.000    0.000    0.000    0.000 _internal.py:249(_ctypes)
        3    0.000    0.000    0.000    0.000 {method 'toordinal' of 'datetime.date' objects}
        3    0.000    0.000    0.000    0.000 imputils.py:47(lower_getattr)
        3    0.000    0.000    0.000    0.000 typing.py:810(<genexpr>)
        1    0.000    0.000    0.000    0.000 object_mode_passes.py:13(__init__)
        3    0.000    0.000    0.000    0.000 codegen.py:1082(is_symbol_defined)
        1    0.000    0.000    0.000    0.000 __init__.py:235(DeprecatedList)
        3    0.000    0.000    0.000    0.000 pythonapi.py:24(__init__)
        1    0.000    0.000    0.000    0.000 ffi.py:55(register)
        1    0.000    0.000    0.000    0.000 _discrete_distns.py:457(hypergeom_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1726(exponnorm_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:4994(levy_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:8538(wald_gen)
        1    0.000    0.000    0.000    0.000 colors.py:82(<dictcomp>)
        1    0.000    0.000    0.000    0.000 ParamScheduler.py:12(ParamScheduler)
        1    0.000    0.000    0.000    0.000 more.py:2812(run_length)
        1    0.000    0.000    0.000    0.000 unix.py:18(Unix)
        1    0.000    0.000    0.000    0.000 untyped_passes.py:76(__init__)
        1    0.000    0.000    0.000    0.000 untyped_passes.py:159(__init__)
        1    0.000    0.000    0.000    0.000 untyped_passes.py:189(__init__)
        1    0.000    0.000    0.000    0.000 untyped_passes.py:743(__init__)
        1    0.000    0.000    0.000    0.000 type_annotations.py:16(SourceLines)
        1    0.000    0.000    0.000    0.000 npydecl.py:228(NumpyRulesInplaceArrayOperator)
        1    0.000    0.000    0.000    0.000 dispatcher.py:37(TargetConfigurationStack)
        1    0.000    0.000    0.000    0.000 containers.py:689(DictType)
        1    0.000    0.000    0.000    0.000 types.py:518(gep)
        1    0.000    0.000    0.000    0.000 _qmc.py:1284(Sobol)
        1    0.000    0.000    0.000    0.000 {built-in method uarray._uarray.set_global_backend}
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:5206(loggamma_gen)
        2    0.000    0.000    0.000    0.000 sysconfig.py:227(_get_preferred_schemes)
        1    0.000    0.000    0.000    0.000 _kdtree.py:81(Rectangle)
        1    0.000    0.000    0.000    0.000 abc.py:150(ResourceLoader)
        1    0.000    0.000    0.000    0.000 abc.py:219(ExecutionLoader)
        1    0.000    0.000    0.000    0.000 _adapters.py:15(__getattr__)
        1    0.000    0.000    0.000    0.000 scalars.py:30(Integer)
        1    0.000    0.000    0.000    0.000 collections.py:1350(LineCollection)
        1    0.000    0.000    0.000    0.000 results.py:499(<listcomp>)
        1    0.000    0.000    0.000    0.000 ticker.py:1957(MaxNLocator)
        1    0.000    0.000    0.000    0.000 colors.py:2205(LightSource)
        1    0.000    0.000    0.000    0.000 _datasource.py:196(DataSource)
        2    0.000    0.000    0.000    0.000 __init__.py:368(_FuncPtr)
        1    0.000    0.000    0.000    0.000 platform.py:729(_Processor)
        1    0.000    0.000    0.000    0.000 threading.py:279(_is_owned)
        1    0.000    0.000    0.000    0.000 datetime.py:1183(IsoCalendarDate)
        2    0.000    0.000    0.000    0.000 {built-in method posix.unsetenv}
        1    0.000    0.000    0.000    0.000 untyped_passes.py:407(__init__)
        1    0.000    0.000    0.000    0.000 untyped_passes.py:1688(__init__)
        1    0.000    0.000    0.000    0.000 callconv.py:162(MinimalCallConv)
        1    0.000    0.000    0.000    0.000 cloudpickle.py:132(_whichmodule)
        3    0.000    0.000    0.000    0.000 instructions.py:144(<listcomp>)
        1    0.000    0.000    0.000    0.000 misc.py:406(ClassType)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3813(halfnorm_gen)
        1    0.000    0.000    0.000    0.000 core.py:246(update_nested_dict)
        1    0.000    0.000    0.000    0.000 core.py:4522(AtLineStart)
        1    0.000    0.000    0.000    0.000 _iotools.py:229(NameValidator)
        1    0.000    0.000    0.000    0.000 threading.py:264(__enter__)
        3    0.000    0.000    0.000    0.000 {method 'copy' of 'mappingproxy' objects}
        1    0.000    0.000    0.000    0.000 models.py:1017(CharSeq)
        1    0.000    0.000    0.000    0.000 _interpolate.py:1930(NdPPoly)
        1    0.000    0.000    0.000    0.000 transforms.py:2177(BlendedGenericTransform)
        3    0.000    0.000    0.000    0.000 core.py:860(__init__)
        1    0.000    0.000    0.000    0.000 pydoc.py:1984(__init__)
        1    0.000    0.000    0.000    0.000 image.py:1044(NonUniformImage)
        1    0.000    0.000    0.000    0.000 typed_passes.py:515(__init__)
        1    0.000    0.000    0.000    0.000 charset.py:167(Charset)
        1    0.000    0.000    0.000    0.000 typeinfer.py:43(TypeVar)
        1    0.000    0.000    0.000    0.000 abstract.py:319(ConstSized)
        1    0.000    0.000    0.000    0.000 targets.py:174(Target)
        1    0.000    0.000    0.000    0.000 values.py:713(DIValue)
        1    0.000    0.000    0.000    0.000 benchmark_funcs.py:24(DiophantineEq)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3910(gausshyper_gen)
        1    0.000    0.000    0.000    0.000 rrule.py:1418(_rrulestr)
        1    0.000    0.000    0.000    0.000 ir.py:1617(__new__)
        1    0.000    0.000    0.000    0.000 untyped_passes.py:422(__init__)
        1    0.000    0.000    0.000    0.000 untyped_passes.py:566(__init__)
        1    0.000    0.000    0.000    0.000 untyped_passes.py:620(__init__)
        1    0.000    0.000    0.000    0.000 typed_passes.py:342(__init__)
        1    0.000    0.000    0.000    0.000 typed_passes.py:444(__init__)
        1    0.000    0.000    0.000    0.000 typed_passes.py:458(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:911(PathDistribution)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:4726(johnsonsu_gen)
        1    0.000    0.000    0.000    0.000 _index.py:28(IndexMixin)
        1    0.000    0.000    0.000    0.000 case.py:207(_AssertRaisesContext)
        1    0.000    0.000    0.000    0.000 mlab.py:843(GaussianKDE)
        2    0.000    0.000    0.000    0.000 PngImagePlugin.py:702(_accept)
        1    0.000    0.000    0.000    0.000 ticker.py:1325(EngFormatter)
        2    0.000    0.000    0.000    0.000 __init__.py:44(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:428(Stripper)
        1    0.000    0.000    0.000    0.000 __init__.py:526(_nonblank)
        1    0.000    0.000    0.000    0.000 functools.py:289(Throttler)
        1    0.000    0.000    0.000    0.000 __init__.py:3167(Requirement)
        1    0.000    0.000    0.000    0.000 untyped_passes.py:137(__init__)
        1    0.000    0.000    0.000    0.000 untyped_passes.py:436(__init__)
        1    0.000    0.000    0.000    0.000 untyped_passes.py:475(__init__)
        1    0.000    0.000    0.000    0.000 typed_passes.py:180(__init__)
        1    0.000    0.000    0.000    0.000 typed_passes.py:216(__init__)
        1    0.000    0.000    0.000    0.000 typed_passes.py:287(__init__)
        1    0.000    0.000    0.000    0.000 dispatcher.py:27(_RetargetStack)
        1    0.000    0.000    0.000    0.000 compiler.py:186(CompileResult)
        3    0.000    0.000    0.000    0.000 module.py:209(<listcomp>)
        3    0.000    0.000    0.000    0.000 builder.py:83(_uniop_intrinsic_int)
        1    0.000    0.000    0.000    0.000 common.py:37(Buffer)
        1    0.000    0.000    0.000    0.000 types.py:14(Type)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:6028(moyal_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:6473(nct_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:8657(gennorm_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:8983(argus_gen)
        1    0.000    0.000    0.000    0.000 _ni_support.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _distn_infrastructure.py:3841(rv_sample)
        1    0.000    0.000    0.000    0.000 widgets.py:254(SliderBase)
        1    0.000    0.000    0.000    0.000 functions.py:348(BoundFunction)
        2    0.000    0.000    0.000    0.000 rcsetup.py:341(validate_aspect)
        1    0.000    0.000    0.000    0.000 core.py:2378(_MaskedPrintOption)
        1    0.000    0.000    0.000    0.000 ObjectiveFunc.py:15(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:267(__exit__)
        1    0.000    0.000    0.000    0.000 load_config_py3.py:1(<module>)
        1    0.000    0.000    0.000    0.000 untyped_passes.py:95(__init__)
        1    0.000    0.000    0.000    0.000 untyped_passes.py:115(__init__)
        1    0.000    0.000    0.000    0.000 untyped_passes.py:1472(__init__)
        1    0.000    0.000    0.000    0.000 typed_passes.py:472(__init__)
        1    0.000    0.000    0.000    0.000 byteflow.py:68(Flow)
        1    0.000    0.000    0.000    0.000 bytecode.py:199(ByteCode)
        1    0.000    0.000    0.000    0.000 event.py:258(TimingListener)
        1    0.000    0.000    0.000    0.000 containers.py:268(_HeterogeneousTuple)
        1    0.000    0.000    0.000    0.000 containers.py:471(LiteralList)
        1    0.000    0.000    0.000    0.000 _multivariate.py:2264(wishart_frozen)
        1    0.000    0.000    0.000    0.000 _multivariate.py:3482(ortho_group_gen)
        1    0.000    0.000    0.000    0.000 _morestats.py:2197(_ABW)
        1    0.000    0.000    0.000    0.000 _rbf.py:55(Rbf)
        1    0.000    0.000    0.000    0.000 _discrete_distns.py:30(binom_gen)
        1    0.000    0.000    0.000    0.000 _interpolate.py:747(_PPolyBase)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3132(gengamma_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:5482(gibrat_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:6365(t_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:7593(skewcauchy_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:7741(trapezoid_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:8814(crystalball_gen)
        1    0.000    0.000    0.000    0.000 triangulation.py:5(Complex)
        1    0.000    0.000    0.000    0.000 _parser.py:394(_ymd)
        1    0.000    0.000    0.000    0.000 tz.py:874(tzrange)
        1    0.000    0.000    0.000    0.000 ir.py:1325(FunctionIR)
        1    0.000    0.000    0.000    0.000 text.py:1374(OffsetFrom)
        1    0.000    0.000    0.000    0.000 text.py:1457(_AnnotationBase)
        1    0.000    0.000    0.000    0.000 PngImagePlugin.py:710(PngImageFile)
        1    0.000    0.000    0.000    0.000 pathlib.py:129(<setcomp>)
        1    0.000    0.000    0.000    0.000 parse.py:358(_fix_result_transcoding)
        1    0.000    0.000    0.000    0.000 feedparser.py:45(BufferedSubFile)
        1    0.000    0.000    0.000    0.000 _policybase.py:41(__init__)
        1    0.000    0.000    0.000    0.000 untyped_passes.py:221(__init__)
        1    0.000    0.000    0.000    0.000 untyped_passes.py:242(__init__)
        1    0.000    0.000    0.000    0.000 untyped_passes.py:735(MixedContainerUnroller)
        1    0.000    0.000    0.000    0.000 untyped_passes.py:1574(__init__)
        1    0.000    0.000    0.000    0.000 typed_passes.py:250(__init__)
        1    0.000    0.000    0.000    0.000 _parseaddr.py:211(AddrlistClass)
        2    0.000    0.000    0.000    0.000 descriptors.py:10(__init__)
        3    0.000    0.000    0.000    0.000 imputils.py:108(lower_constant)
        1    0.000    0.000    0.000    0.000 zipfile.py:2244(Path)
        1    0.000    0.000    0.000    0.000 executionengine.py:41(ExecutionEngine)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3757(halflogistic_gen)
        1    0.000    0.000    0.000    0.000 geo.py:412(LambertTransform)
        1    0.000    0.000    0.000    0.000 container.py:5(Container)
        1    0.000    0.000    0.000    0.000 _trirefine.py:47(UniformTriRefiner)
        1    0.000    0.000    0.000    0.000 backend_tools.py:467(ToolViewsPositions)
        1    0.000    0.000    0.000    0.000 core.py:896(_MaskedUnaryOperation)
        1    0.000    0.000    0.000    0.000 npyio.py:106(NpzFile)
        2    0.000    0.000    0.000    0.000 argparse.py:2188(_parse_optional)
        1    0.000    0.000    0.000    0.000 untyped_passes.py:1669(__init__)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3272(genhyperbolic_gen)
        1    0.000    0.000    0.000    0.000 _kdtree.py:301(leafnode)
        1    0.000    0.000    0.000    0.000 cm.py:84(__iter__)
        1    0.000    0.000    0.000    0.000 GifImagePlugin.py:63(GifImageFile)
        1    0.000    0.000    0.000    0.000 typed_passes.py:360(__init__)
        1    0.000    0.000    0.000    0.000 calendar.py:150(Calendar)
        1    0.000    0.000    0.000    0.000 __init__.py:863(Handler)
        1    0.000    0.000    0.000    0.000 cursors.py:56(Cursor)
        2    0.000    0.000    0.000    0.000 callconv.py:559(_get_excinfo_argument)
